rank,animal,crowd_score,normalized,rescaled,category
1502,Roadside Hawk,0.132925,1.3007,1.3007,non-mesozoic
1503,German Shepherd,0.132377,1.2954,1.2954,non-mesozoic
1504,Muskellunge,0.131223,1.2841,1.2841,non-mesozoic
1505,Southern African Wildcat,0.129681,1.2690,1.2690,non-mesozoic
1506,Rhodesian Ridgeback,0.128836,1.2607,1.2607,non-mesozoic
1507,Chinese Giant Salamander,0.127903,1.2516,1.2516,non-mesozoic
1508,English Bull Terrier,0.127575,1.2484,1.2484,non-mesozoic
1509,Golden Eagle (aerie of 2),0.127443,1.2471,1.2471,non-mesozoic
1510,White-lipped Peccary,0.126790,1.2407,1.2407,non-mesozoic
1511,Boxer,0.126440,1.2373,1.2373,non-mesozoic
1512,Akita Inu,0.125155,1.2247,1.2247,non-mesozoic
1513,Bull Arab,0.123202,1.2056,1.2056,non-mesozoic
1514,Dhole,0.122212,1.1959,1.1959,non-mesozoic
1515,Cape Bushbuck (Imbabala),0.120972,1.1838,1.1838,non-mesozoic
1516,Smooth-fronted Caiman,0.120779,1.1819,1.1819,non-mesozoic
1517,Tiktaalik roseae,0.119886,1.1731,1.1731,non-mesozoic
1518,Bush Dog (pack of 2),0.119821,1.1725,1.1725,non-mesozoic
1519,Staffordshire Bull Terrier,0.119059,1.1650,1.1650,non-mesozoic
1520,Hamadryas Baboon,0.118493,1.1595,1.1595,non-mesozoic
1521,Belgian Malinois,0.117579,1.1506,1.1506,non-mesozoic
1522,Papuan Python,0.117260,1.1474,1.1474,non-mesozoic
1523,Ocelot,0.114728,1.1227,1.1227,non-mesozoic
1524,European Dhole,0.114028,1.1158,1.1158,non-mesozoic
1525,Lappet-faced Vultures (venue of 2/3),0.113920,1.1148,1.1148,non-mesozoic
1526,Eurasian Badger,0.112419,1.1001,1.1001,non-mesozoic
1527,Hyacinth Macaw,0.112132,1.0973,1.0973,non-mesozoic
1528,American Pitbull Terrier,0.111993,1.0959,1.0959,non-mesozoic
1529,King Cobra,0.111515,1.0912,1.0912,non-mesozoic
1530,Australopithecus africanus,0.111240,1.0885,1.0885,non-mesozoic
1531,American Staffordshire Terrier (Amstaff),0.110602,1.0823,1.0823,non-mesozoic
1532,Bonobo (Pygmy Chimpanzee),0.110582,1.0821,1.0821,non-mesozoic
1533,Greyhound,0.110182,1.0782,1.0782,non-mesozoic
1534,Chacma Baboon,0.109873,1.0752,1.0752,non-mesozoic
1535,Colossus Penguin,0.109492,1.0714,1.0714,non-mesozoic
1536,American Pit Bull Terrier,0.108742,1.0641,1.0641,non-mesozoic
1537,Ocelot (male),0.108439,1.0611,1.0611,non-mesozoic
1538,Human (female),0.108347,1.0602,1.0602,non-mesozoic
1539,Olive Baboon,0.108135,1.0581,1.0581,non-mesozoic
1540,Wolverine (female),0.106913,1.0462,1.0462,non-mesozoic
1541,Honey Badger,0.105525,1.0326,1.0326,non-mesozoic
1542,Indian Wolf,0.105465,1.0320,1.0320,non-mesozoic
1543,Eastern Coyote,0.104646,1.0240,1.0240,non-mesozoic
1544,Bigeye Thresher Shark,0.103966,1.0174,1.0174,non-mesozoic
1545,Honey Badger (sow),0.103181,1.0097,1.0097,non-mesozoic
1546,African Golden Cat,0.100624,0.9846,0.9846,non-mesozoic
1547,Caspian Seal,0.099920,0.9778,0.9778,non-mesozoic
1548,Yi qi,0.007835,0.0767,0.9763,dinosaur
1549,Canadian Lynx,0.099763,0.9762,0.9762,non-mesozoic
1550,Whitetip Reef Shark,0.098259,0.9615,0.9615,non-mesozoic
1551,Asian Golden Cat,0.097978,0.9588,0.9588,non-mesozoic
1552,Patagornis marshi,0.097190,0.9510,0.9510,non-mesozoic
1553,Impala,0.097058,0.9498,0.9498,non-mesozoic
1554,Caracal,0.096210,0.9415,0.9415,non-mesozoic
1555,Fishing Cat,0.095256,0.9321,0.9321,non-mesozoic
1556,Common Collared Lizard,0.094752,0.9272,0.9272,non-mesozoic
1557,Central Bearded Dragon,0.094666,0.9263,0.9263,non-mesozoic
1558,Gull Dong,0.094561,0.9253,0.9253,non-mesozoic
1559,Gelada,0.094205,0.9218,0.9218,non-mesozoic
1560,Kea,0.093727,0.9172,0.9172,non-mesozoic
1561,Perentie,0.093613,0.9160,0.9160,non-mesozoic
1562,Clouded Shepherd,0.092835,0.9084,0.9084,non-mesozoic
1563,Harpy Eagle,0.092676,0.9069,0.9069,non-mesozoic
1564,Dwarf Cassowary,0.092162,0.9018,0.9018,non-mesozoic
1565,Red Wolf,0.091413,0.8945,0.8945,non-mesozoic
1566,African Brush-tailed Porcupine,0.089863,0.8793,0.8793,non-mesozoic
1567,Mexican Coyote,0.088788,0.8688,0.8688,non-mesozoic
1568,Golden Dorado,0.088382,0.8649,0.8649,non-mesozoic
1569,Giant Moray,0.088025,0.8614,0.8614,non-mesozoic
1570,Guinea Baboon,0.087729,0.8585,0.8585,non-mesozoic
1571,Sand (Gould's) Goanna,0.087594,0.8571,0.8571,non-mesozoic
1572,Asian Water Monitor,0.087390,0.8551,0.8551,non-mesozoic
1573,Indonesian Wild Boar (Banded Pig),0.087372,0.8550,0.8550,non-mesozoic
1574,Maned Wolf (coalition of 2),0.086367,0.8451,0.8451,non-mesozoic
1575,Iberian Lynx,0.085643,0.8381,0.8381,non-mesozoic
1576,Red-Bellied Piranha (school of 8-10),0.085118,0.8329,0.8329,non-mesozoic
1577,Paranthropus boisei,0.084990,0.8317,0.8317,non-mesozoic
1578,Australian Cattle Dog (Blue or Red Heeler),0.084952,0.8313,0.8313,non-mesozoic
1579,Malagasy Crowned Eagle,0.084913,0.8309,0.8309,non-mesozoic
1580,Pulmonoscorpius kirktonensis,0.084675,0.8286,0.8286,non-mesozoic
1581,Lappet-faced Vultures (venue of 4),0.084613,0.8280,0.8280,non-mesozoic
1582,Carpet Python,0.084436,0.8262,0.8262,non-mesozoic
1583,Nile Monitor (Leguan),0.084371,0.8256,0.8256,non-mesozoic
1584,Asian Giant Hornets (2),0.083951,0.8215,0.8215,non-mesozoic
1585,Cuvier's Dwarf Caiman,0.083805,0.8201,0.8201,non-mesozoic
1586,Galápagos Islands Feral Dog,0.082925,0.8115,0.8115,non-mesozoic
1587,Merriam's Teratorn,0.082018,0.8026,0.8026,non-mesozoic
1588,Cape Grey Mongoose,0.081183,0.7944,0.7944,non-mesozoic
1589,Ivory-billed Woodpecker,0.080365,0.7864,0.7864,non-mesozoic
1590,Australian Staghound,0.080330,0.7861,0.7861,non-mesozoic
1591,(Eastern) Dire Wolf,0.080320,0.7860,0.7860,non-mesozoic
1592,Colombian White-faced Capuchin (group of 5),0.079832,0.7812,0.7812,non-mesozoic
1593,Bobcat,0.079785,0.7807,0.7807,non-mesozoic
1594,Meadow Vole,0.079146,0.7745,0.7745,non-mesozoic
1595,Alexander Archipelago Wolf,0.078858,0.7717,0.7717,non-mesozoic
1596,Common Snapping Turtle,0.078663,0.7698,0.7698,non-mesozoic
1597,Fawn Antechinus,0.078277,0.7660,0.7660,non-mesozoic
1598,Water Monitor,0.078091,0.7642,0.7642,non-mesozoic
1599,Archaeopteryx lithographica,0.006132,0.0600,0.7641,dinosaur
1600,Tasmanian Giant Crab,0.077789,0.7612,0.7612,non-mesozoic
1601,Giant Swan,0.077500,0.7584,0.7584,non-mesozoic
1602,Ring-necked Cobra (Rinkhal),0.077123,0.7547,0.7547,non-mesozoic
1603,Angolan White-throated Monitor,0.076702,0.7506,0.7506,non-mesozoic
1604,Arthropleura armata,0.076625,0.7498,0.7498,non-mesozoic
1605,Green Moray (Eel),0.076064,0.7443,0.7443,non-mesozoic
1606,Doberman Pinscher,0.075592,0.7397,0.7397,non-mesozoic
1607,Irish Wolfhound,0.075177,0.7356,0.7356,non-mesozoic
1608,Airedale Terriers (2),0.075047,0.7344,0.7344,non-mesozoic
1609,Red-legged Seriema (Crested Cariama),0.074871,0.7326,0.7326,non-mesozoic
1610,Machaeroides eothen,0.073888,0.7230,0.7230,non-mesozoic
1611,Coyote,0.073745,0.7216,0.7216,non-mesozoic
1612,Repenomamus giganticus,0.073528,0.7195,0.7195,non-mesozoic
1613,Argus Monitor,0.072789,0.7123,0.7123,non-mesozoic
1614,Black-thighed Falconet,0.072549,0.7099,0.7099,non-mesozoic
1615,Labrador Retriever,0.071905,0.7036,0.7036,non-mesozoic
1616,Harris's Hawk (pair of 2),0.071865,0.7032,0.7032,non-mesozoic
1617,American Lobster,0.071633,0.7010,0.7010,non-mesozoic
1618,Compsognathus longipes,0.005624,0.0550,0.7008,dinosaur
1619,Chital,0.071181,0.6965,0.6965,non-mesozoic
1620,Forest Cobra,0.071006,0.6948,0.6948,non-mesozoic
1621,Red-headed Vultures (2),0.070187,0.6868,0.6868,non-mesozoic
1622,Crocodile Monitor,0.069901,0.6840,0.6840,non-mesozoic
1623,Nomura's Jellyfish,0.069775,0.6828,0.6828,non-mesozoic
1624,Airedale Terrier,0.067355,0.6591,0.6591,non-mesozoic
1625,Eurasian Eagle-owl,0.067268,0.6582,0.6582,non-mesozoic
1626,Brongersma's Short-tailed Python,0.066834,0.6540,0.6540,non-mesozoic
1627,Northern Blue-tongued Skink,0.066782,0.6535,0.6535,non-mesozoic
1628,American Badger,0.066517,0.6509,0.6509,non-mesozoic
1629,Jumbo (or Humboldt) Squid,0.066088,0.6467,0.6467,non-mesozoic
1630,Black-backed Jackal (females) (pack of 2),0.065638,0.6423,0.6423,non-mesozoic
1631,Yellow Baboon,0.065577,0.6417,0.6417,non-mesozoic
1632,Great Grey Owl,0.065433,0.6403,0.6403,non-mesozoic
1633,Arabian Red Fox,0.064700,0.6331,0.6331,non-mesozoic
1634,Asian Giant Hornets (4 - 5),0.064242,0.6286,0.6286,non-mesozoic
1635,Deerhound,0.063966,0.6259,0.6259,non-mesozoic
1636,Homo floresiensis (Armed with club),0.063880,0.6251,0.6251,non-mesozoic
1637,Gull Terrier,0.061524,0.6020,0.6020,non-mesozoic
1638,American Akita,0.061481,0.6016,0.6016,non-mesozoic
1639,Blacktip Reef Shark,0.061044,0.5973,0.5973,non-mesozoic
1640,Knight Anole,0.060661,0.5936,0.5936,non-mesozoic
1641,Great Nicobar Serpent Eagle,0.060626,0.5933,0.5933,non-mesozoic
1642,European (Eurasian) Otter,0.060511,0.5921,0.5921,non-mesozoic
1643,Ocelot (female),0.060077,0.5879,0.5879,non-mesozoic
1644,Tasmanian Devil,0.059904,0.5862,0.5862,non-mesozoic
1645,North American River Otter,0.059671,0.5839,0.5839,non-mesozoic
1646,Cimarrón Uruguayo,0.059464,0.5819,0.5819,non-mesozoic
1647,Ethiopian Wolf (Simian jackal),0.059433,0.5816,0.5816,non-mesozoic
1648,Spur-winged Goose,0.059289,0.5802,0.5802,non-mesozoic
1649,Vulturine Guineafowl,0.059073,0.5781,0.5781,non-mesozoic
1650,Binturong (Asian Bearcat),0.058495,0.5724,0.5724,non-mesozoic
1651,Maned Wolf,0.057360,0.5613,0.5613,non-mesozoic
1652,Elongate Tigerfish,0.057137,0.5591,0.5591,non-mesozoic
1653,Black-headed Python,0.056605,0.5539,0.5539,non-mesozoic
1654,Pygmy Python,0.056542,0.5533,0.5533,non-mesozoic
1655,Gaboon Viper,0.056083,0.5488,0.5488,non-mesozoic
1656,Montane Solitary Eagle,0.055964,0.5476,0.5476,non-mesozoic
1657,African Fish Eagle,0.055947,0.5475,0.5475,non-mesozoic
1658,Bonobo (Pygmy Chimpanzee) (female),0.054829,0.5365,0.5365,non-mesozoic
1659,Fallow Deer,0.053814,0.5266,0.5266,non-mesozoic
1660,Gila Monster,0.053675,0.5252,0.5252,non-mesozoic
1661,Indian Hog Deer,0.053601,0.5245,0.5245,non-mesozoic
1662,Palm-nut Vulture,0.053400,0.5225,0.5225,non-mesozoic
1663,Serval (female),0.053250,0.5211,0.5211,non-mesozoic
1664,Carrion Crow,0.053194,0.5205,0.5205,non-mesozoic
1665,Golden Eagle,0.052508,0.5138,0.5138,non-mesozoic
1666,Harris's Hawk (group of 3),0.052460,0.5133,0.5133,non-mesozoic
1667,Small-spotted Catshark,0.051751,0.5064,0.5064,non-mesozoic
1668,Blue Crab,0.050569,0.4948,0.4948,non-mesozoic
1669,Least Weasel,0.050550,0.4947,0.4947,non-mesozoic
1670,Lycaenops ornatus,0.050502,0.4942,0.4942,non-mesozoic
1671,European Conger,0.050453,0.4937,0.4937,non-mesozoic
1672,Andean Condor,0.050076,0.4900,0.4900,non-mesozoic
1673,Indian Wolf Snake,0.049990,0.4892,0.4892,non-mesozoic
1674,Bobcat (female),0.049466,0.4840,0.4840,non-mesozoic
1675,African Golden Wolf,0.049460,0.4840,0.4840,non-mesozoic
1676,Maned Wolf (coalition of 3),0.049309,0.4825,0.4825,non-mesozoic
1677,Brown (Norway) Rat (mischief of 3),0.049272,0.4821,0.4821,non-mesozoic
1678,Rock Monitor,0.048764,0.4772,0.4772,non-mesozoic
1679,Brown Hare,0.048713,0.4767,0.4767,non-mesozoic
1680,California Sheep Head,0.048202,0.4717,0.4717,non-mesozoic
1681,Philippine Eagle,0.048090,0.4706,0.4706,non-mesozoic
1682,Black-and-chestnut Eagle,0.048057,0.4703,0.4703,non-mesozoic
1683,Robust Clubhook Squid,0.047837,0.4681,0.4681,non-mesozoic
1684,Greater Rhea,0.047547,0.4653,0.4653,non-mesozoic
1685,Boryaena tuberata,0.047293,0.4628,0.4628,non-mesozoic
1686,Hooded Crow,0.047203,0.4619,0.4619,non-mesozoic
1687,Tokay Gecko,0.047032,0.4602,0.4602,non-mesozoic
1688,Common Dwarf Mongoose,0.046740,0.4574,0.4574,non-mesozoic
1689,Amur Leopard Cat,0.046689,0.4569,0.4569,non-mesozoic
1690,Norwegian Forest Cat,0.046029,0.4504,0.4504,non-mesozoic
1691,Jaguarundi,0.044788,0.4383,0.4383,non-mesozoic
1692,Marine Iguana,0.044240,0.4329,0.4329,non-mesozoic
1693,Golden Jackal,0.044139,0.4319,0.4319,non-mesozoic
1694,European Pine Marten,0.044137,0.4319,0.4319,non-mesozoic
1695,American Bully,0.043755,0.4282,0.4282,non-mesozoic
1696,Fossa,0.042919,0.4200,0.4200,non-mesozoic
1697,Cubera Snapper,0.042792,0.4187,0.4187,non-mesozoic
1698,Sand Cat,0.042365,0.4146,0.4146,non-mesozoic
1699,Borhyaena tuberata,0.041842,0.4094,0.4094,non-mesozoic
1700,South American Bushmaster,0.041766,0.4087,0.4087,non-mesozoic
1701,African Savanna Hare,0.041744,0.4085,0.4085,non-mesozoic
1702,Lappet-faced Vulture,0.041389,0.4050,0.4050,non-mesozoic
1703,Amblycheila cylindriformis,0.041249,0.4036,0.4036,non-mesozoic
1704,African Wildcat,0.040657,0.3978,0.3978,non-mesozoic
1705,Stoat (Short-tailed Weasel),0.040477,0.3961,0.3961,non-mesozoic
1706,Sable,0.040409,0.3954,0.3954,non-mesozoic
1707,Borzoi,0.039993,0.3913,0.3913,non-mesozoic
1708,Amazonian Giant (Peruvian Giant Yellowleg) Centipede,0.039933,0.3908,0.3908,non-mesozoic
1709,Indian Peafowl,0.039798,0.3894,0.3894,non-mesozoic
1710,Yellow-throated Martens (2),0.039641,0.3879,0.3879,non-mesozoic
1711,Asian Golden Eagle (Berkut),0.039611,0.3876,0.3876,non-mesozoic
1712,Collared Owlet,0.039581,0.3873,0.3873,non-mesozoic
1713,Zebra Mantis Shrimp,0.039564,0.3872,0.3872,non-mesozoic
1714,Anomalocaris spp.,0.039492,0.3864,0.3864,non-mesozoic
1715,Martial Eagle,0.039391,0.3855,0.3855,non-mesozoic
1716,Crocodile Monitor (large male),0.039091,0.3825,0.3825,non-mesozoic
1717,Black Swan,0.038940,0.3810,0.3810,non-mesozoic
1718,African Civet,0.038779,0.3795,0.3795,non-mesozoic
1719,Border Collie,0.038524,0.3770,0.3770,non-mesozoic
1720,Miniature Bull Terrier,0.038261,0.3744,0.3744,non-mesozoic
1721,Eurasian Sparrowhawk,0.038245,0.3742,0.3742,non-mesozoic
1722,Emperor Scorpion,0.038175,0.3736,0.3736,non-mesozoic
1723,Black-backed Jackal,0.038097,0.3728,0.3728,non-mesozoic
1724,Siberian Husky,0.037962,0.3715,0.3715,non-mesozoic
1725,Plain-breasted Hawk,0.037783,0.3697,0.3697,non-mesozoic
1726,Cinereous (Eurasian Black) Vulture,0.037366,0.3656,0.3656,non-mesozoic
1727,Serval,0.037361,0.3656,0.3656,non-mesozoic
1728,Pasimachus californicus,0.036228,0.3545,0.3545,non-mesozoic
1729,Homo floresiensis,0.035977,0.3521,0.3521,non-mesozoic
1730,Yellow-throated Marten (Richness of 4),0.035820,0.3505,0.3505,non-mesozoic
1731,Fuegian Steamer Duck,0.035717,0.3495,0.3495,non-mesozoic
1732,Repenomamus robustus,0.035477,0.3472,0.3472,non-mesozoic
1733,Crab-eating Fox (monogamic pair),0.035360,0.3460,0.3460,non-mesozoic
1734,Lace Monitor,0.034650,0.3391,0.3391,non-mesozoic
1735,Brown Pelican,0.034613,0.3387,0.3387,non-mesozoic
1736,Elf Owl,0.034444,0.3370,0.3370,non-mesozoic
1737,Hammer-headed Bat,0.034225,0.3349,0.3349,non-mesozoic
1738,Kulang Asil,0.034143,0.3341,0.3341,non-mesozoic
1739,Saiga Antelope,0.033240,0.3253,0.3253,non-mesozoic
1740,Jungle Cat,0.032972,0.3226,0.3226,non-mesozoic
1741,Roe Deer,0.032903,0.3220,0.3220,non-mesozoic
1742,African Crowned Eagle,0.032771,0.3207,0.3207,non-mesozoic
1743,Cooper's Hawk,0.032592,0.3189,0.3189,non-mesozoic
1744,Nile Monitor,0.032369,0.3167,0.3167,non-mesozoic
1745,Muskrat,0.031933,0.3125,0.3125,non-mesozoic
1746,Tropical Screech Owl,0.031594,0.3092,0.3092,non-mesozoic
1747,Falkland Islands Wolf (Warrah),0.031559,0.3088,0.3088,non-mesozoic
1748,Goliath Bird Eating Spider,0.031529,0.3085,0.3085,non-mesozoic
1749,Leopard Cat,0.031452,0.3078,0.3078,non-mesozoic
1750,Southern Tamandua (Lesser Anteater),0.031331,0.3066,0.3066,non-mesozoic
1751,Eastern Diamondback Rattlesnake,0.031272,0.3060,0.3060,non-mesozoic
1752,American Bald Eagle,0.030908,0.3024,0.3024,non-mesozoic
1753,Ground (Temminck's) Pangolin,0.030676,0.3002,0.3002,non-mesozoic
1754,Blue Racer,0.030030,0.2939,0.2939,non-mesozoic
1755,Western Marsh Harrier,0.029945,0.2930,0.2930,non-mesozoic
1756,Wedge-tailed Eagle,0.029799,0.2916,0.2916,non-mesozoic
1757,Fisher,0.029765,0.2913,0.2913,non-mesozoic
1758,Indian (Common) Gray Mongoose,0.029761,0.2912,0.2912,non-mesozoic
1759,Tayra,0.029649,0.2901,0.2901,non-mesozoic
1760,Culpeo Zorro (Andean Fox),0.029592,0.2896,0.2896,non-mesozoic
1761,Steller's Sea Eagle,0.029538,0.2890,0.2890,non-mesozoic
1762,North Andean Deer (Taruca),0.029538,0.2890,0.2890,non-mesozoic
1763,Verreaux's (African Black) Eagle,0.029294,0.2867,0.2867,non-mesozoic
1764,Brown (Norway) Rat,0.029222,0.2859,0.2859,non-mesozoic
1765,Thick-billed Raven,0.029214,0.2859,0.2859,non-mesozoic
1766,Collared Pika,0.029173,0.2855,0.2855,non-mesozoic
1767,Garganornis ballmanni,0.029173,0.2855,0.2855,non-mesozoic
1768,Side-striped Jackal,0.029156,0.2853,0.2853,non-mesozoic
1769,Goliath Heron,0.029141,0.2852,0.2852,non-mesozoic
1770,Jagdterrier,0.028847,0.2823,0.2823,non-mesozoic
1771,Oriental Hornet (swarm of 20),0.028799,0.2818,0.2818,non-mesozoic
1772,Brontoscorpio anglicus,0.028721,0.2810,0.2810,non-mesozoic
1773,Thomson's Gazelle,0.028716,0.2810,0.2810,non-mesozoic
1774,American Bullfrog,0.028639,0.2802,0.2802,non-mesozoic
1775,European Hamster,0.028267,0.2766,0.2766,non-mesozoic
1776,Wildcat,0.028066,0.2746,0.2746,non-mesozoic
1777,Indian Black Scorpion,0.027954,0.2735,0.2735,non-mesozoic
1778,Red Junglefowl,0.027850,0.2725,0.2725,non-mesozoic
1779,Cape Griffon (Vulture),0.027827,0.2723,0.2723,non-mesozoic
1780,Northern Bald Eagle,0.027735,0.2714,0.2714,non-mesozoic
1781,Fishing Cat (female),0.027591,0.2700,0.2700,non-mesozoic
1782,Sia ferox,0.027540,0.2695,0.2695,non-mesozoic
1783,Marabou Stork,0.026917,0.2634,0.2634,non-mesozoic
1784,Madagascar (Malagasy) Ground Boa,0.026914,0.2634,0.2634,non-mesozoic
1785,White-backed Vulture,0.026740,0.2617,0.2617,non-mesozoic
1786,Wandering Albatross,0.026605,0.2603,0.2603,non-mesozoic
1787,Royal Antelope,0.026363,0.2580,0.2580,non-mesozoic
1788,Black-chested Buzzard-eagle,0.026362,0.2580,0.2580,non-mesozoic
1789,Common Raccoon,0.026181,0.2562,0.2562,non-mesozoic
1790,West African Gaboon Viper,0.026061,0.2550,0.2550,non-mesozoic
1791,Red Grouper,0.025817,0.2526,0.2526,non-mesozoic
1792,Tasmanian Wedge-tailed Eagle,0.025747,0.2519,0.2519,non-mesozoic
1793,Darwin's (Lesser) Rhea,0.025369,0.2482,0.2482,non-mesozoic
1794,Arctic Hare,0.025366,0.2482,0.2482,non-mesozoic
1795,Eastern Grey Kangaroo,0.025071,0.2453,0.2453,non-mesozoic
1796,American Crow,0.024981,0.2444,0.2444,non-mesozoic
1797,Black Drongo,0.024844,0.2431,0.2431,non-mesozoic
1798,Bush Dog,0.024740,0.2421,0.2421,non-mesozoic
1799,Short-eared Owl,0.024371,0.2385,0.2385,non-mesozoic
1800,Megalara garuda,0.024292,0.2377,0.2377,non-mesozoic
1801,New Zealand Longfin Eel,0.024274,0.2375,0.2375,non-mesozoic
1802,Steppe Polecat,0.024179,0.2366,0.2366,non-mesozoic
1803,Brown Snake Eagle,0.023923,0.2341,0.2341,non-mesozoic
1804,Scottish Wildcat,0.023909,0.2340,0.2340,non-mesozoic
1805,Desert Monitor,0.023515,0.2301,0.2301,non-mesozoic
1806,Emu,0.023199,0.2270,0.2270,non-mesozoic
1807,Boerbel,0.023120,0.2262,0.2262,non-mesozoic
1808,Porcupine River Stingray,0.023061,0.2257,0.2257,non-mesozoic
1809,White-headed Vultures (2),0.022988,0.2249,0.2249,non-mesozoic
1810,Short-eared Dog (Small-eared Zorro),0.022677,0.2219,0.2219,non-mesozoic
1811,Golden Tree (Ornate Flying) Snake,0.022345,0.2187,0.2187,non-mesozoic
1812,African Bullfrog,0.022276,0.2180,0.2180,non-mesozoic
1813,European Wildcat,0.022269,0.2179,0.2179,non-mesozoic
1814,Bateleur,0.022179,0.2170,0.2170,non-mesozoic
1815,White-headed Vulture,0.022153,0.2168,0.2168,non-mesozoic
1816,Rusty-spotted Cat,0.022078,0.2160,0.2160,non-mesozoic
1817,Patterdale Terrier,0.022020,0.2155,0.2155,non-mesozoic
1818,Red-Bellied Piranha (school of 2),0.021975,0.2150,0.2150,non-mesozoic
1819,Scottish Wild Cat,0.021963,0.2149,0.2149,non-mesozoic
1820,African Clawless Otter,0.021809,0.2134,0.2134,non-mesozoic
1821,Southern Ground-hornbills (2),0.021603,0.2114,0.2114,non-mesozoic
1822,White-tailed Hawk,0.021528,0.2107,0.2107,non-mesozoic
1823,Greater Roadrunner,0.021249,0.2079,0.2079,non-mesozoic
1824,Thylophorops lorenzinii,0.021023,0.2057,0.2057,non-mesozoic
1825,Little Brown Bat,0.020860,0.2041,0.2041,non-mesozoic
1826,Spotted-tail (Tiger) Quoll,0.020553,0.2011,0.2011,non-mesozoic
1827,Southern Giant Petrel,0.020546,0.2011,0.2011,non-mesozoic
1828,Greater Grison,0.020444,0.2001,0.2001,non-mesozoic
1829,Shoebill,0.020068,0.1964,0.1964,non-mesozoic
1830,Red-headed Vulture,0.019558,0.1914,0.1914,non-mesozoic
1831,Eastern (Common) Brown Snake,0.019425,0.1901,0.1901,non-mesozoic
1832,Giant Snakehead,0.019366,0.1895,0.1895,non-mesozoic
1833,Great Horned Owl,0.019091,0.1868,0.1868,non-mesozoic
1834,Argentine Black and White Tegu,0.019082,0.1867,0.1867,non-mesozoic
1835,Goliath Frog,0.018959,0.1855,0.1855,non-mesozoic
1836,Burrowing Owl,0.018712,0.1831,0.1831,non-mesozoic
1837,Sunda Leopard Cat,0.018635,0.1824,0.1824,non-mesozoic
1838,Northern Grasshopper Mouse,0.018313,0.1792,0.1792,non-mesozoic
1839,Shar Pei,0.018021,0.1763,0.1763,non-mesozoic
1840,Lar Gibbon,0.017909,0.1752,0.1752,non-mesozoic
1841,Blue Iguana,0.017874,0.1749,0.1749,non-mesozoic
1842,Tibetan (Sand) Fox,0.017843,0.1746,0.1746,non-mesozoic
1843,Fahaka Pufferfish,0.017794,0.1741,0.1741,non-mesozoic
1844,Pygmy Coral Snake,0.017787,0.1741,0.1741,non-mesozoic
1845,Mute Swan,0.017624,0.1725,0.1725,non-mesozoic
1846,Asian Giant Hornet,0.017535,0.1716,0.1716,non-mesozoic
1847,Slender Mongoose,0.017489,0.1711,0.1711,non-mesozoic
1848,Tibetan Macaque,0.017479,0.1710,0.1710,non-mesozoic
1849,Cuban Rock Iguana,0.017374,0.1700,0.1700,non-mesozoic
1850,Black-footed Cat,0.017367,0.1699,0.1699,non-mesozoic
1851,Royal (Ball) Python,0.017346,0.1697,0.1697,non-mesozoic
1852,Alexandrine Parakeet,0.017200,0.1683,0.1683,non-mesozoic
1853,Black Hawk-eagle,0.017118,0.1675,0.1675,non-mesozoic
1854,Hyaenodon mustelinus,0.017068,0.1670,0.1670,non-mesozoic
1855,Booted Eagle,0.016963,0.1660,0.1660,non-mesozoic
1856,North American Porcupine,0.016891,0.1653,0.1653,non-mesozoic
1857,Southern Mussurana,0.016837,0.1648,0.1648,non-mesozoic
1858,Wild Turkey,0.016806,0.1645,0.1645,non-mesozoic
1859,White-tailed Dunnart,0.016549,0.1619,0.1619,non-mesozoic
1860,Cuban Giant Owl,0.016451,0.1610,0.1610,non-mesozoic
1861,Eastern Indigo Snake,0.016419,0.1607,0.1607,non-mesozoic
1862,Redeye (Black) Piranha,0.016399,0.1605,0.1605,non-mesozoic
1863,Pallas's Cat,0.016376,0.1602,0.1602,non-mesozoic
1864,American Kestrel,0.016366,0.1601,0.1601,non-mesozoic
1865,Spotted Owl,0.016281,0.1593,0.1593,non-mesozoic
1866,Marbled Cat,0.016175,0.1583,0.1583,non-mesozoic
1867,Common Vampire Bat,0.016103,0.1576,0.1576,non-mesozoic
1868,Gambian Pouched Rat,0.015918,0.1558,0.1558,non-mesozoic
1869,Gobiconodon spp.,0.015913,0.1557,0.1557,non-mesozoic
1870,Bonelli's Eagle,0.015893,0.1555,0.1555,non-mesozoic
1871,House Crow,0.015840,0.1550,0.1550,non-mesozoic
1872,Blue Jay (band of 5),0.015580,0.1525,0.1525,non-mesozoic
1873,White-tailed Sea Eagle,0.015473,0.1514,0.1514,non-mesozoic
1874,Jack Russell Terrier,0.015389,0.1506,0.1506,non-mesozoic
1875,Black Rat,0.015382,0.1505,0.1505,non-mesozoic
1876,Southern Grasshopper Mouse,0.015229,0.1490,0.1490,non-mesozoic
1877,Bornean Bay Cat,0.015216,0.1489,0.1489,non-mesozoic
1878,Bearded Vulture,0.015144,0.1482,0.1482,non-mesozoic
1879,White-tailed Jackrabbit,0.014935,0.1461,0.1461,non-mesozoic
1880,Raccoon Dog,0.014709,0.1439,0.1439,non-mesozoic
1881,Common Eider,0.014621,0.1431,0.1431,non-mesozoic
1882,Brown Paper Wasp,0.014579,0.1427,0.1427,non-mesozoic
1883,Red Fox,0.014498,0.1419,0.1419,non-mesozoic
1884,Red Kite,0.014455,0.1414,0.1414,non-mesozoic
