Smilodon populator,Brontornis burmeisteri,0.77,35
Smilodon fatalis,Achillobator giganticus,0.47,15
Smilodon gracilis,Anzu wyliei,0.5,18
Smilodon fatalis (coalition of 4),Megaraptor namunhuaiquii,0.83,12
Smilodon fatalis,Ohmdenosaurus liasicus,0.83,18
Smilodon fatalis,Pachycephalosaurus wyomingensis,0.73,15
Smilodon fatalis (coalition of 3/4),Yutyrannus huali,0.42,12
Smilodon gracilis,Deinonychus antirrhopus,0.48,29
Smilodon populator (pride of 2),Amargasaurus cazaui,0.44,16
Smilodon populator,Dakotaraptor steini,0.48,29
Smilodon populator,Dilophosaurus wetherilli,0.6,20
Smilodon populator,Europasaurus holgeri,0.76,17
Smilodon populator,Shaochilong maortuensis,0.45,20
Smilodon populator,Utahraptor ostrommaysorum,0.36,53
African Golden Wolf,Black-backed Jackal,1,8
African Golden Wolf,Ethiopian Wolf (Simian jackal),0.5,8
African Golden Wolf,Golden Jackal,0.56,9
African Golden Wolves (pack of 4),Grey Wolf,0.71,7
African Golden Wolf,Mexican Coyote,0.5,8
African Wild Dog (pack of 2),Central Asian Shepherd Dog (Alabai),0.53,17
African Wild Dog,Eastern Wolf (female),0.82,11
African Wild Dog,Himalayan Wolf,0.18,11
African Wild Dog,Indian Wolf,0.81,27
African Wild Dog,Maned Wolf,0.81,16
African Wild Dog (pack of 3),Northwestern Wolf,0.85,26
African Wild Dog (pack of 7),Northwestern Wolf (pack of 5),0.25,12
African Wild Dog,Red Wolf,0.6,15
Alexander Archipelago Wolf,Dhole,0.45,11
American Red Fox,Crab-eating Fox,0.5,8
Arabian Wolf,Dingo,0.33,6
Arabian Wolf,Eastern Coyote,0.69,16
Black-backed Jackal,Bush Dog,0.6,5
Black-backed Jackal,Culpeo Zorro (Andean Fox),0.36,11
Black-backed Jackal,Mexican Coyote,0.31,13
Black-backed Jackal,Red Fox,0.81,16
Black-backed Jackal,Side-striped Jackal,0.6,5
Bush Dog,Maned Wolf,0.05,21
Bush Dog (pack of 5),Mexican Wolf,0.54,13
Bush Dog,Red Fox,0.52,25
Bush Dog,Short-eared Dog (Small-eared Zorro),0.57,14
Coyote,Dingo,0.36,42
Coyote,Golden Jackal,0.7,10
Coyote (pack of 4),Grey Wolf,0.63,30
Culpeo Zorro (Andean Fox),Maned Wolf,0.57,7
Culpeo Zorro (Andean Fox),Mexican Coyote,0.25,12
Dhole,East African Wild Dog,0.23,13
Dhole,Eastern Coyote,0.5,20
Dhole,Dingo,0.47,34
Dhole,Maned Wolf,0.82,22
Dingo,East African Wild Dog,0.1287128713,16
Dingo,Ethiopian Wolf (Simian jackal),1,7
Dire Wolf (pack of 2),Epicyon haydeni,0.8712871287,8
East African Wild Dog,Eastern Coyote,0.71,7
Eastern Coyote (Coywolf),Maned Wolf,0.8712871287,8
Eastern Wolf (pack of 2),Northwestern Wolf,0.2,10
Ethiopian Wolf (Simian jackal) (pack of 2),Maned Wolf,0.82,11
Etruscan Wolf,Northern Coyote,1,8
Eurasian Wolf (Dog),Northwestern She-wolf,0.83,6
Eurasian Wolf,Tundra Wolf,0.8712871287,8
European Dhole,Tundra Wolf,0,10
Falkland Islands Wolf (Warrah),Maned Wolf,0.25,8
Gray Fox,Red Fox,0,12
Gray Fox,Raccoon Dog,0.5,8
Iberian Wolf,Italian Wolf,0.86,7
Mexican Wolf (pack of 2),Northwestern Wolf,0.46,13
African Wild Dog,American Pit Bull Terrier,0.59,61
African Wild Dog,Belgian Malinois,0.5,12
African Wild Dog (pack of 2),Bully Kutta,0.6237623762,8
African Wild Dog,Doberman Pinscher,0.83,12
African Wild Dog,German Shepherd,0.61,23
African Wild Dog,Greyhound,0.75,16
African Wild Dog,Norwegian Elkhound,1,7
African Wild Dog (pack of 2),Rottweiler,0.92,12
African Wild Dog (pack of 2),Tosa Inu,0.92,12
Borophagus parvus,American Pit Bull Terrier,0.83,12
Bush Dog,Jack Russell Terrier,0.7,20
Bush Dog,Patterdale Terrier,0.4,5
Coyote,Border Collie,0.75,16
Coyote,Doberman Pinscher,0.26,23
Coyote,Labrador Retriever,0.3,10
Coyote,Patterdale Terrier,0.93,15
Culpeo Zorro (Andean Fox),Jagdterrier,1,5
Dhole,Australian Cattle Dog (Blue or Red Heeler),0.6,5
Dhole,Indian Wolf,0.47,15
Dhole�(female),Jagdterrier,0.91,11
Dhole,Staffordshire Bull Terrier,0.55,11
Dingo (pack of 2/3),Bully Kutta,0.57,7
Dingo,Carolina Dog,1,6
Dingo (pack of 5),Cimarr�n Uruguayo (2),0.75,12
Dingo,Czechoslovakian Wolfdog,0.43,7
Dingo,Greyhound,0.67,9
Dingo,Staffordshire Bull Terrier,0.33,3
Dire Wolf,Alpine Mastiff,0.53,15
Dire Wolf,Boerboels (2),0.42,12
Dire Wolf,Bully Kutta,0.91,23
Dire Wolf,Caucasian Shepherd Dogs (2),0.11,9
Dire Wolf,Rottweilers (2),0.6,15
Eastern Coyote,Airedale Terrier,0.57,14
Eastern Coyote,Siberian Husky,0.67,12
Eastern Wolf,American Pitbull Terrier,0.78,18
Eastern Wolf (pack of 2),Boerbel,0.9,10
Eastern Wolf,Doberman Pinscher,0.82,11
Eastern Wolf,Galap�gos Islands Feral Dog,0.8,10
Egyptian Wolf,Jagdterrier,0.8712871287,8
Epicyon haydeni,Kangals (3),0.79,14
Eurasian Wolf,Presa Canario,0.81,16
European Dhole,American Pit Bull Terrier,0.5,24
Grey Wolf,American Akita,0.92,25
Grey Wolf,American Pit Bull Terrier,0.95,42
Grey Wolf,Boerboel,0.95,20
Grey Wolf,Dogo Argentino,0.85,40
Grey Wolf,Kangal,0.82,62
Iberian Wolf (female),Alano Espa�ol,1,2
Iberian Wolf,Fila Brasileiro,0.67,3
Indian Wolf,Airedale Terrier,0.61,23
Indian Wolf,Siberian Husky,0.86,7
Island Fox,Shih Tzu,0.25,8
Italian Wolf,Bull Arab,0.64,14
Italian Wolf,Rottweiler,0.33,12
Maned Wolf,Border Collie,0.44,9
Maned Wolf (coalition of 2),Fila Brasileiro,0,8
Maned Wolf,Greyhound,0.11,18
Maned Wolf,Standard Poodle,0.82,11
Mexican Wolf,Akita Inu,0.71,7
Mexican Wolf,Dogo Argentino,0.15,13
Northwestern Wolf,Airedale Terriers (2),0.91,11
Northwestern Wolf,Alpine Mastiff,0.58,12
Northwestern Wolf,American Pit Bull Terriers (2),0.89,9
Northwestern Wolf,Bullmastiff,0.91,11
Northwestern Wolf,Bully Kutta,0.7,27
Northwestern Wolf,Cane Corso,0.93,15
Northwestern Wolf,Caucasian Shepherd Dog,0.86,28
Northwestern Wolf,Central Asian Shepherd Dog (Alabai),0.71,35
Northwestern Wolf,East European Shepherds (2),0.22,9
Northwestern Wolf,Irish Wolfhound,1,13
Northwestern Wolf,Leonberger,0.83,6
Northwestern Wolf (female),Rottweiler,1,17
Northwestern Wolf,Staffordshire Bull Terriers (3),0.71,17
Northwestern Wolf,Tibetan Mastiff,1,16
Northwestern Wolf,Tosa Inu,0.72,32
Northwestern Wolf (female),Tosa Inu,0.4,5
Northwestern Wolf,Transmontano Mastiff,0.79,14
Red Fox,Jack Russell Terrier,0.27,11
Red Wolf,German Shepherd,0.53,15
Short-eared Dog (Small-eared Zorro),Jagdterrier,0.5,10
Steppe Wolf,Bull Arab,0.83,12
Steppe Wolf,Burr Lee Bullstag,1,4
Steppe Wolf,Alaskan Malamute,0.9,10
Steppe Wolf (pack of 2),Dutch Shepherd (pack of 3),0.89,9
Steppe Wolf,�arplaninac,0.75,12
Tundra Wolf,American Bulldog,0.93,15
African Wild Dog (pack of 12),Kodiak Bear,0.48,23
Arctic Wolf (Pack of 8-10),Polar Bear,0.45,33
Borophagus diversidens,Sun Bear,0.5,6
Dire Wolf (pack of 10- 12),Arctodus simus,0.68,19
Dire Wolf,Ursavus elmensis,0.4,5
Dire Wolf,Sun Bear,0.6,35
Dhole (Pack of 6),Asiatic Black Bear,0.56,9
Dhole (Pack of 4/5),Giant Panda,0.8,15
Dhole (Pack of 5),Sun Bear,1,12
Epicyon haydeni,Giant Panda,0.81,16
Epicyon haydeni,Spectacled Bear,0.4,10
Grey Wolf (Pack of 3/4 adults),American Black Bear,0.78,18
Grey Wolf (Pack of 5),Grizzly Bear (sow),0.77,22
Grey Wolf (pack of 10),Kodiak Bear,0.57,42
Grey Wolf,Sun Bear (sow),0.75,8
Grey Wolves (pack of 2),Sun Bear,0.93,27
Northwestern Wolf,American Black Bear (sow),0.23,26
Northwestern Wolf,Sun Bear,0.29,28
Northwestern Wolf (pack of 3),Ussuri Black Bear,0.5,14
Raccoon Dog,Red Panda,0.83,12
Tibetan (Sand) Fox,Red Panda,0.33,6
Epicyon haydeni (pack of 2),Amphicyon major,0.5,8
Epicyon haydeni,Daphoenodon spp.,0.83,6
African Wild Dog (pack of 4),Barbourofelis morrisi,0.75,8
Dire Wolf,Barbourofelis morrisi,0.24,17
American Red Fox (skulk of 2),Fossa,0.8,20
Bush Dog,Fossa,0.31,13
Culpeo Zorro (Andean Fox),Fossa,0.18,11
Dhole,Giant Fossa,0.4,10
Golden Jackal,Fossa,0.57,21
African Wild Dog (pack of 2),Brown Hyena,0.67,3
African Wild Dog (pack of 2),Spotted Hyena,0.17,30
Arctic Wolf,Running Hyena,0.25,8
Arctic Wolf (Pack of 2),Spotted Hyena,0.8712871287,8
Arctic Wolf,Striped Hyena,0.48,29
Armbruster's Wolf,Spotted Hyena,0.2,5
Black-backed Jackal,Aardwolf,0.88,17
Borophagus diversidens,Brown Hyena,0.17,18
Borophagus diversidens,Spotted Hyena,0.36,14
Coyote (pack of 4/5),Spotted Hyena,0.5,8
Dhole (Pack of 2),Striped Hyena,0.53,15
Dire Wolf (pack of 2),Giant (Short-faced) Hyena,0.67,9
Dire Wolf (Eastern subspecies),Spotted Hyena,0.59,58
Epicyon haydeni,Giant (Short-faced) Hyena,0.55,29
European Dhole,Striped Hyena,0.11,9
Grey Wolf,Brown Hyena,0.56,57
Grey Wolf,Spotted Hyena,0.16,116
Grey Wolf,Striped Hyena,0.67,45
Northwestern Wolf (pack of 2),Spotted Hyena,0.93,44
Northwestern Wolf (pack of 5),Spotted Hyena (clan of 4),0.45,22
Red Fox,Aardwolf,0.8,15
Cape Fox,Striped Skunk,0.8,5
African Wild Dog,African Clawless Otter,0.8712871287,8
African Wild Dog,Eurasian Badger,1,9
African Wild Dog,Wolverine,0.46,26
Alexander Archipelago Wolf,Wolverine,0.27,22
American Red Fox,Fisher,0.17,23
Arabian Wolf,Honey Badger,0.91,11
Black-backed Jackal,Honey Badger,0.15,13
Borophagus parvus,Wolverine,0.78,9
Bush Dog,Fisher,0.4,15
Bush Dog (pack of 4),Honey Badger,0.85,27
Bush Dog,Tayra,0.47,17
Bush Dog (pack of 2),Wolverine,0,16
Bush Dog,Yellow-throated Marten,0.5,8
Coyote,American Badger,0.67,15
Coyote,Honey Badger,0.43,7
Coyote (pack of 2),Wolverine,0.61,23
Culpeo Zorro (Andean Fox),Tayra,0.8712871287,8
Dhole,Eurasian Badger,0.55,11
Dhole,Honey Badger,0.5,18
Dhole,Wolverine,0.27,30
Dingo,Wolverine,0.08,12
Dire Wolf,Megalictis ferox,0.27,15
Eastern Coyote (Coywolf),American Badger,1,5
Eastern Coyote,Wolverine,0.23,26
Eastern Wolf,Giant Otter,0.89,9
Ethiopian Wolf (Simian jackal),Honey Badger,0.45,11
Golden Jackal,Honey Badger,0,8
Grey Wolf,Sea Otter,0.89,9
Maned Wolf,Giant Otter,0.3,20
Mexican Coyote,North American River Otter,0.75,8
Mexican Wolf,Wolverine,0.61,23
Northwestern Wolf,Ekorus ekakeran,0.73,11
Protocyon troglodytes (pack of 2),Megalictis�ferox,0.67,3
Raccoon Dog,Yellow-throated Marten,0.25,8
Red Fox,European (Eurasian) Otter,0.17,6
Red Fox,Yellow-throated Marten,1,10
African Wild Dog,Dinictis felina,0.22,9
Dire Wolf (pack of 5),Dinocrocuta gigantea,0.85,13
Arctic Wolf (Pack of 2),Leopard Seal,0.71,7
Dire Wolf (pack of 5),Walrus (Bull),0.77,22
Northwestern Wolf (pack of 2),California Sea Lion,0.79,14
Black-backed Jackal,Common Raccoon,0.67,6
Bush Dog,Common Raccoon,0.57,14
Red Fox,Common Raccoon,0.37,27
African Golden Wolf,African Civet,0.33,9
Arabian Red Fox,Common (Small-spotted) Genet,0.86,7
Coyote,African Civet,0.69,16
Dhole,Binturong (Asian Bearcat),0.42,12
African Wild Dog (pack of 8),African (Cape) Buffalo,0.53,19
African Wild Dog (pack of 10),Giant Eland,0.83,18
African Wild Dog (pack of 4),Greater Kudu,0.78,9
Dhole (Pack of 10),Gaur,0.55,22
Dhole,Impala,0.33,6
Dhole,Saiga Antelope,0.8,5
Dire Wolf,Lesser Kudu,0.82,17
Grey Wolf (Pack of 6),African (Cape) Buffalo,0.4,20
Grey Wolf (Pack of 4/5),Common Eland,0.71,7
Grey Wolf (Pack of 4/5),Iberian (Spanish) Fighting Bull,0.45,11
Grey Wolves (pack of 2),Muskox,0.36,22
Grey Wolf (Pack of 5),Plains Bison,0.33,21
Grey Wolf,Rocky Mountain Bighorn Sheep,0.73,11
Himalayan Wolves (pack of 2 - 3),Mishmi Takin,0.58,12
Northwestern Wolf,Lowland Anoa,0.56,9
Northwestern Wolf,Vechur Cattle,0.78,9
Steppe Wolf (pack of 2),West Caucasian Tur,0.86,7
Arabian Wolf (pack of 5/6),Dromedary (Arabian) Camel,0.71,7
Dhole (Pack of 3/4),Sambar Deer,1,3
Dire Wolf,Red Deer,0.47,15
Ethiopian Wolf (Simian Jackal),Key Deer (Doe),0.9,10
Eurasian Wolf,Red Deer,0.3762376238,32
Grey Wolf (Pack of 5),Alaskan Moose,0.72,18
Grey Wolf,Mule Deer,0.9,21
Maned Wolf,Pampas Deer,0.86,7
Red Fox,Reeves's Muntjac,1,2
Fennec Fox,Great Flying Fox,0.5,6
Bush Dog,Hyaenodon mustelinus,0.6,10
Coyote,Machaeroides eothen,0.6237623762,8
Dire Wolf,Patriofelis ferox,0.5,4
Eurasian Wolf,Hyaenodon horridus,0.54,13
Eurasian Wolf (pack of 2),Patriofelis ferox,0.8,5
Grey Wolf (Pack of 4),Hyaenodon gigas,0.44,9
Wapiti Lake Grey Wolf Pack,Lisowicia bojani,0.44,9
African Wild Dog,Thylacine,0.59,17
Bush Dog,Tasmanian Devil,0.43,21
Cape Fox,Spotted-tail (Tiger) Quoll,0.11,9
Dhole,Thylacine,0.22,9
Dingo,Common Wombat,0.4,15
Dingo,Eastern Grey Kangaroo,0.85,13
Dingo,Thylacine,0.43,21
Dire Wolves (pack of 2),Marsupial Lion,0.5,20
Epicyon haydeni,Marsupial Lion,0.2,10
Falkland Islands Wolf (Warrah),Thylacine,0.29,7
Gray Fox,Tasmanian Devil,0,13
Grey Wolf,Red Kangaroo,0.57,28
Fennec Fox,Eastern Quoll,0,7
Grey Wolf (Pack of 6),Toxodon platensis,1,3
African Wild Dog (pack of 4),Plains (Common) Zebra (Stallion),0.8,10
Dire Wolf (pack of 8),Sumatran Rhinoceros,0.8,10
Epicyon haydeni (pack of 5),Sumatran Rhinoceros,0.78,9
Grey Wolves (pack of 2),Przewalski's Horse,0.5,10
Hesperocyon spp. (pack of 2),Hyracotherium leporinum,0.67,6
Northwestern Wolf,Livestock Gaurdian Donkey,0,5
Wapiti Lake Grey Wolf Pack,Indian (Greater One-horned) Rhinoceros,0.53,17
African Wild Dog,Common Chimpanzee,0.12,25
African Wild Dog (pack of 2),Common Chimpanzee,0.9,30
African Wild Dog,Guinea Baboon,0.5,12
African Wild Dog (pack of 2),Mandrill,1,13
African Wild Dog,Olive Baboon,0.48,29
African Wild Dog (pack of 4),Western Gorilla,0.27,15
Black-backed Jackal (pack of 3),Human (strong male),0,6
Bush Dog (pack of 5),Chacma Baboon,0.78,9
Bush Dog (pack of 7),Common Chimpanzee,0.65,20
Bush Dogs (pack 4/5),Mandrill,0.55,11
Coyote,Drill,0.27,11
Dhole,Gelada,0.67,15
Dhole (Pack of 12),Gigantopithecus blacki,0.9,10
Dhole,Hamadryas Baboon,0.75,8
Dhole (Pack of 2),Mandrill,0.46,13
Dire Wolf,Bornean Orangutan,0.86,21
Dire Wolf,Dinopithecus ingens,0.82,17
Eastern Wolf,Chacma Baboon,0.57,21
Eastern Wolf,Human,0.3762376238,16
Epicyon haydeni,Western Gorilla,0.9,31
Ethiopian Wolf (Simian jackal),Gelada,0.29,7
Grey Wolf,Common Chimpanzee,0.89,53
Grey Wolf (Pack of 2),Eastern Gorilla,0.39,31
Grey Wolf,Human (male),0.68,59
Grey Wolf,Neanderthal,0.52,23
Maned Wolf,Gelada,0.33,12
Maned Wolf,Homo floresiensis,0.67,3
Mexican Wolf,Common Chimpanzee,0.55,20
Mexican Wolf,Mandrill,0.75,16
Northwestern Wolf,Common Chimpanzee (troop of 2),0.46,24
Northwestern Wolf,Eastern Gorilla (female),0.4,45
Northwestern Wolf,Olive Baboon (troop of 2),0.74,23
Side-striped Jackal,Patas Monkey,0.78,9
Epicyon haydeni,Cyprus Dwarf Elephant,1,10
African Wild Dog,African Crested Porcupine,0.56,9
Coyote,Capybara,0.28,25
Crab-eating Fox,Desmarest's Hutia,0.75,4
Grey Wolf,African Crested Porcupine,0.54,13
African Wild Dog,Collared Peccary (Javelina),0.75,8
African Wild Dog (pack of 3),Common Warthog,0.83,6
Epicyon haydeni,Wild Boar,0.8,10
Mexican Wolf,Chacoan Peccary,0.6,15
Northern Coyote,Collared Peccary (Javelina),0.57,7
Northwestern Wolf,Collared Peccary (Javelina) (pack of 2),0.75,8
Northwestern Wolf,Indonesian Wild Boar (Banded Pig),1,9
Northwestern Wolf (pack of 2/3),Ussuri Wild Boar,0.63,19
Bush Dog (pack of 6/7),Giant Anteater,0.5,4
Bush Dog,Hoffmann's Two-toed Sloth,1,13
Bush Dog,Southern Tamandua (Lesser Anteater),0.67,6
Dingo,Giant Anteater,0.21,19
Eastern Wolf,Giant Armadillo,0.6,5
Grey Wolf,Giant Anteater,0.59,37
Grey Wolf (Pack of 10),Shasta Ground Sloth,1,7
Maned Wolf,Giant Anteater,0,20
Maned Wolf,Giant Armadillo,0.08,13
African Wild Dog,Pakicetus inachus,0.43,7
Dhole,Pakicetus inachus,0.25,4
Northwestern Wolf (pack of 5),Inostrancevia latifrons,0.43,7
Bush Dog,Cuvier's Dwarf Caiman,0.25,16
Bush Dog (pack of 3),Cuvier's Dwarf Caiman,0.75,4
Dhole (Pack of 6/7),Indian Gharial (Gavial),0.42,12
Dire Wolf (pack of 3),American Alligator,0.33,15
Epicyon haydeni,Saltwater Crocodile (cow),0.38,13
Grey Wolf (Pack of 6),Deinosuchus rugosus,0.2,20
Grey Wolf (Pack of 4),Nile Crocodile,0.27,22
Maned Wolf,Smooth-fronted Caiman,0,14
Northwestern Wolf (pack of 2),Indian Gharial (Gavial),0.67,6
Red Wolf,Chinese Alligator,0.12,17
African Wild Dog (pack of 2),Komodo Dragon,0.36,22
Black-backed Jackal,Crocodile Monitor,0.4,15
Black-backed Jackal,Rock Monitor,0.4,5
Bush Dog,Argentine Black and White Tegu,0.5,4
Corsac Fox,Desert Monitor,0.3762376238,8
Dhole (Pack of 3/4),Komodo Dragon,0.67,15
Dhole,Water Monitor,0.58,26
Dingo,Perentie,0.66,32
Dire Wolf,Komodo Dragon,0.27,22
Epicyon haydeni,Komodo Dragon,0.82,17
Fennec Fox,Philippine Sailfin Lizard,0,6
Grey Wolf (Pack of 2),Komodo Dragon,0.78,27
Northwestern Wolf,Komodo Dragon,0.16,32
Northwestern Wolf (pack of 7),Megalania prisca,0.11,9
Red Fox,Argentine Black and White Tegu,0.5,12
Red Fox,Lace Monitor,0.56,9
Epicyon haydeni (pack of 2),Hatzegopteryx thambema,0.71,7
Grey Wolf,Pteranodon longiceps,0.78,9
Coyote,Alligator Snapping Turtle,0.53,15
Black-backed Jackal,Gaboon Viper,0.33,3
Dingo,Olive Python,0.28,25
Gray Fox,Eastern Indigo Snake,1,3
Grey Wolf,Yellow Anaconda,0.45,22
Maned Wolf,Boa Constrictor,0.14,14
Northwestern Wolf,Burmese Python,0.5,16
Northwestern Wolf,Reticulated Python,0.4,15
Red Fox,Inland Taipan (Fierce Snake),0.8,10
Northwestern Wolf,Hyperodapedon gordoni,1,3
Grey Wolf,Sphenacodon ferox,0.6,5
African Golden Wolf,Giant Swan,0.4,5
African Golden Wolf,Lappet-faced Vulture,0.58,12
African Wild Dog,Ostrich,0.04,23
African Wild Dog,Southern Cassowary,0.29,17
Arctic Fox,Gyrfalcon,0,3
Arctic Fox,Snowy (Arctic) Owl,0.57,7
Arctic Wolf,Colossus Penguin,0.82,11
Bat-eared Fox,White-headed Vulture,0,6
Black-backed Jackal,Lappet-faced Vulture,0.56,9
Black-backed Jackal,Red-headed Vulture,0.67,3
Black-backed Jackal,White-headed Vultures (2),0.86,7
Bush Dog (pack of 2),Harpy Eagle,0.77,13
Bush Dog,Red-headed Vulture,0.4,5
Bush Dog,O Shamo' (Shamo Chicken),0.75,12
Cape Fox,Marabou Stork,0.5,2
Cape Fox,Northern (Abyssinian) Ground Hornbill,0.67,6
Cape Fox,Southern Ground-hornbill,1,2
Cape Fox,Secretary Bird,0.7,10
Coyote,Cinereous (Eurasian Black) Vulture,1,3
Coyote,Golden Eagle,0.56,52
Coyote,Northern Bald Eagle,0.73,22
Crab-eating Fox (monogamic pair),Harpy Eagle,0.27,11
Culpeo Zorro (Andean Fox),Andean Condor,0.3,10
Culpeo Zorro (Andean Fox),Lappet-faced Vulture,0.33,6
Dhole,Harpy Eagle,0.91,11
Dhole (Pack of 3),Southern Cassowary,0.83,12
Dire Wolf,South Island Giant Moa,0.69,13
Fennec Fox,European Honey Buzzard,0.5,4
Fennec Fox,Great Black-backed Gull,0.3762376238,8
Fennec Fox,Peregrine Falcon,0.25,8
Fennec Fox,Red Junglefowl,0.3,10
Golden Jackal,Cinereous (Eurasian Black) Vulture,0.5,8
Golden Jackal,Cuban Giant Owl,0.33,3
Golden Jackal,Martial Eagle,0.67,18
Gray Fox,Black-chested Buzzard-eagle,0.4,10
Grey Wolf,Golden Eagle (aerie of 2),0.84,19
Grey Wolf,Haast's Eagle,0.61,36
Grey Wolf,Ostrich,0.67,30
Maned Wolf,Greater Rhea,1,11
Maned Wolf,Harpy Eagle,0.4,15
New Guinea Singing Dog,Dwarf Cassowary,0.75,12
Red Fox,American Bald Eagle,0.26,23
Red Fox,Bonelli's Eagle,0.5,10
Red Fox,Common Raven (unkindness of 4),0.67,6
Red Fox,Eurasian Eagle Owl,0.69,13
Red Fox,Psilopterus bachmanni,1,5
Red Fox,R�ppell's Griffon Vulture,0.5,6
Red Fox,Trumpeter Swan,0.67,6
Crab-eating Fox,Coconut (Robber) Crab,0.56,9
Crab-eating Fox,Common Octopus,0.5,4
Grey Fox (Vixen),Coconut (Robber) Crab,0.1287128713,8
Northwestern Wolf,Arthropleura armata,0.91,11
Fennec Fox,African Bullfrog,0.29,24
African Wild Dog,Velociraptor mongoliensis (pack of 2),0.73,11
Coyote,Dromaeosaurus albertensis,0.53,17
Dhole,Velociraptor mongoliensis,0.41,22
Dire Wolf (pack of 5),Dakotaraptor steini,0.61,18
Dire Wolf (pack of 8),Europasaurus holgeri,0.57,14
Dire Wolf (pack of 3),Marshosaurus bicentesimus,0.46,13
Dire Wolves (pack of 2),Zuniceratops christopheri,0.5,12
(Eastern) Dire Wolf,Moros intrepidus,0.1287128713,8
Epicyon haydeni,Deinonychus antirrhopus,0.47,17
Fennec Fox,Archaeopteryx lithographica,0.6,5
Grey Wolves (pack of 2),Deinonychus antirrhopus,0.5,18
Grey Wolf,Stenonychosaurus inequalis,0.72,18
Grey Wolf (Pack of 8/9),Utahraptor ostrommaysorum,0.43,30
Northwestern Wolf (Pack of 8),Ceratosaurus nasicornis,0.6237623762,16
Dogo Argentino (pack of 5),Amphicyon ingens,0.21,19
Akita Inu (pack of 5),Asiatic Black Bear,0.56,9
American Pit Bull Terriers (2),Sun Bear,0.11,9
American Pit Bull Terrier,Sun Bear (sow),0,16
Bully Kutta,Sun Bear,0.1,10
Central Asian Shepherd Dog (Alabai),Sun Bear,0.13,15
Dogo Argentino (pack of 5),Grizzly Bear (sow),0.36,14
Dogo Argentino (pack of 3),Sloth Bear,0.8712871287,8
Kangals (2),Sun Bear,0.73,11
Karelian Bear Dogs (3),Sun Bear,0.2,10
Rhodesian Ridgebacks (2),Sun Bear,0.33,9
Rottweilers (2),Sun Bear,0.5,14
Tibetan Mastiffs(2),Sun Bear,0.92,13
Tosa Inus (4),Barren Ground Grizzly Bear,0,10
Tosa Inu,Sun Bear,0.19,21
Patterdale Terrier,Fossa,0,5
American Akitas (2),Spotted Hyena,0.25,12
American Akita,Striped Hyena,0.1,10
American Pit Bull Terriers (2),Spotted Hyena,0.05,19
American Pit Bull Terriers (3),Spotted Hyena,0.17,12
American Pit Bull Terrier,Striped Hyena,0.16,32
Australian Staghound,Striped Hyena,0.13,15
Boerboel,Brown Hyena,0.1287128713,24
Bully Kutta,Brown Hyena,0.72,18
Cane Corso,Brown Hyena,0.21,19
Caucasian Shepherd Dog,Brown Hyena,0.43,14
Central Asian Shepherd Dog (Alabai),Striped Hyena,0.4,20
Dogo Argentinos (2),Spotted Hyena (large female),0.8,25
Dogo Argentino,Striped Hyena,0.17,18
East European Shepherds (2),Spotted Hyena,0.17,12
English Mastiff,Spotted Hyena,0,6
Fila Brasileiro,Spotted Hyena,0.14,14
German Shepherd,Striped Hyena,0.05,19
Gull Dong,Brown Hyena,0.17,12
Irish Wolfhound,Spotted Hyena,0.12,17
Kangal,Brown Hyena,0.17,12
O'Halloran Hounds (2),Spotted Hyena,0.67,3
Rhodesian Ridgebacks (2),Brown Hyena,0.44,9
Rottweiler,Brown Hyena,0.07,15
Rottweiler,Striped Hyena,0,7
Rottweilers (2),Spotted Hyena (female),0.15,26
Saint Bernards (2),Spotted Hyena,0.23,13
Siberian Husky (3),Striped Hyena,0.5,10
Tibetan Mastiff,Spotted Hyena,0.14,21
Tibetan Mastiff,Striped Hyena,0.22,9
Tosa Inu,Brown Hyena,0.11,19
Tosa Inu,Spotted Hyena,0.11,19
Dachshund,White-tailed Mongoose,1,6
Miniature Fox Terrier,White-tailed Mongoose,0.83,6
American Pit Bull Terrier,Giant Otter,0.44,9
American Pit Bull Terrier,Wolverine,0.23,47
Boxer,Wolverine,0.33,12
Chihuahua,Steppe Polecat,0.1287128713,8
German Shepherd,Wolverine,0.52,21
Jagdterrier,Honey Badger (sow),0.09,34
Miniature Bull Terrier,Wolverine,0.17,6
Patterdale Terrier,Fisher,0.44,18
Patterdale Terrier,Tayra,0.2,10
Rottweiler,Wolverine,0.72,25
Staffordshire Bull Terrier,Honey Badger,0.57,7
Staffordshire Bull Terrier,Wolverine,0,11
Dogo Argentino (pack of 5),Dinocrocuta gigantea,0.1287128713,8
Border Terrier,South American Coati,0.22,9
Jack Russell Terrier,Common Raccoon,0.35,23
Alano Espa�ol,Cape Bushbuck (Imbabala),0.75,4
Alano Espa�ols (2),Iberian (Spanish) Fighting Bull,0.34,38
Alano Espa�ols (2),Mountain Anoa,0.8,5
Dogo Argentino (pack of 6),African (Cape) Buffalo,0.1287128713,16
Dogo Argentino (pack of 2),Muskox,0.19,21
Staffordshire Bull Terrier,Impala,0.57,14
Burr Lee Bullstag,Guanaco,0.33,6
Siberian Husky,Rocky Mountain Mule Deer,0.22,9
Australian Kelpie,Tasmanian Devil,0.75,8
Dogo Argentino (pack of 3/4),Marsupial Lion,0.56,9
English Bull Terrier,Thylacine,0.67,9
German Shepherd,Red Kangaroo,0.64,11
Jagdterrier,Tasmanian Devil,0.69,13
